,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,elapsed,Row #,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime,IGNORE,Elapsed,Label
-0.04541776,-0.105898172,0.944812715,0.006975435,0.022102747,-0.011394272,33:32.9,234.9,394,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,208.8,11,5
-0.051341813,-0.069714285,0.954804242,-0.006769035,-0.005691622,-0.124404341,33:33.4,235.4,395,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,209.3,11,5
0.001697121,-0.065854669,0.929459751,-0.010739658,0.01660496,-0.242301345,33:34.0,236,396,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,209.9,11,5
0.029820848,-0.062236279,0.961384058,0.017054707,0.019048421,-0.61798346,33:34.5,236.5,397,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,210.4,11,5
0.07952226,-0.056688085,0.921661496,0.021330766,0.046537358,-0.777113855,33:35.0,237,398,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,210.9,11,5
0.064975508,0.033990961,0.91508168,0.071727149,-0.00660792,-0.748097777,33:35.5,237.5,399,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,211.4,11,5
-0.089848183,0.113869719,0.899485111,0.024385095,0.013550634,-0.289643377,33:36.1,238.1,400,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,212,11,5
0.043882709,0.063368864,1.055207372,0.006059133,-0.024628444,-0.030331094,33:36.6,238.6,401,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,212.5,11,5
0.008243161,-0.059824023,1.04350996,0.037518695,-0.028293636,-0.0135323,33:37.1,239.1,402,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,213,11,5
0.062066156,0.026221598,0.813460052,0.04423821,0.022102747,-0.002231293,33:37.7,239.7,403,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,213.6,11,5
0.08412873,0.003156303,1.000619292,0.046070807,0.084411003,-0.307358474,33:38.2,240.2,404,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,214.1,11,5
0.150316477,0.087890908,1.088593841,-0.033647105,0.038901541,-0.797272384,33:38.7,240.7,405,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,214.6,11,5
0.156620055,0.014324762,1.069341779,0.053095758,0.031265724,-1.049254298,33:39.2,241.3,406,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,215.2,11,5
0.148134455,-0.000723678,0.971131921,0.014305815,0.029433129,-1.08529532,33:39.8,241.8,407,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,215.7,11,5
0.034184873,-0.054758281,1.040585518,-0.110921562,-0.011494841,-0.246577397,33:40.3,242.3,408,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,216.2,11,5
0.030305739,-0.07285022,0.932384133,0.028355718,0.036763512,-0.012921435,33:40.8,242.8,409,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,216.7,11,5
0.020365456,-0.223616406,1.155366778,-0.012572255,-0.014549168,-0.217866734,33:41.4,243.4,410,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,217.3,11,5
0.089220099,-0.054999504,0.966014266,0.01338952,0.054784037,-0.107605547,33:41.9,243.9,411,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,217.8,11,5
0.005091364,-0.037390016,0.990140319,0.028355718,-0.046619594,0.150485009,33:42.4,244.4,412,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,218.3,11,5
-0.041468389,-0.034254078,0.943594158,-0.035479702,0.077691481,0.166672945,33:43.0,245,413,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,218.9,11,5
-0.030854454,-0.029670786,0.996232748,-0.125582322,-0.016381763,0.199354231,33:43.5,245.5,414,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,219.4,11,5
-0.028386101,-0.039561048,0.956022739,0.004531972,-0.038372912,0.156288236,33:44.1,246.1,415,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,220,11,5
-0.108360849,0.024036465,0.998913348,-0.152460396,-0.006302488,0.126050398,33:44.6,246.6,416,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,220.5,11,5
-0.118234277,-0.053069696,0.921661496,-0.033952538,-0.002637296,0.109862484,33:45.1,247.1,417,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,221,11,5
-0.087132983,-0.021710331,0.99769491,0.017665572,-0.042343538,0.08726047,33:45.6,247.6,418,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,221.5,11,5
0.012849634,-0.10372714,0.964308441,-0.013488553,-0.012716573,0.005404523,33:46.2,248.2,419,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,222.1,11,5
-0.034556992,-0.058859117,0.901190937,-0.060709145,0.003713314,-0.028019533,33:46.7,248.7,420,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,222.6,11,5
-0.009132919,-0.026776075,1.002081394,0.01418481,-0.002355081,0.010289095,33:47.2,249.2,421,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,223.1,11,5
-0.04862662,-0.040767174,0.930921972,-0.034073547,0.044681542,0.021590102,33:47.7,249.7,422,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,223.6,11,5
0.036609333,-0.033771627,0.931165695,0.015406542,0.03612943,0.147428349,33:48.3,250.3,423,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,224.2,11,5
-0.320392668,-0.053310923,0.96357733,-0.147694483,-0.068939388,1.043567657,33:48.8,250.8,424,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,224.7,11,5
-0.20339258,0.007769363,0.886569142,-0.000781387,0.013527416,0.893905699,33:49.4,251.4,425,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,225.3,11,5
-0.042949405,-0.00530697,0.910695136,-0.125092477,0.002837274,0.110470995,33:49.9,251.9,426,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,225.8,11,5
-0.074050695,-0.017368264,0.995257914,-0.060646184,-0.009380031,-0.031249741,33:50.4,252.4,427,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,226.3,11,5
-0.050601307,0.028163938,0.979905009,0.023042351,-0.013350654,0.029836785,33:51.0,253,428,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,226.9,11,5
-0.072322845,-0.008925358,0.922879934,0.030401275,-0.007710621,0.055859197,33:51.5,253.5,429,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,227.4,11,5
-0.079234242,-0.030153235,0.976493299,-0.021761153,0.035361771,0.052517992,33:52.0,254,430,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,227.9,11,5
-0.065411448,-0.040043499,0.938476563,0.010920137,-0.037331197,0.040300686,33:52.5,254.5,431,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,228.4,11,5
-0.013082289,-0.00940781,1.01889658,-0.01965009,-0.022522978,0.013150827,33:53.1,255.1,432,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,229,11,5
0.040003575,-0.047521502,0.970644593,-0.065464981,0.023597347,0.027506161,33:53.6,255.6,433,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,229.5,11,5
0.051156089,-0.034977753,1.071778774,-0.045917295,0.00771485,-0.00853489,33:54.1,256.1,434,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,230,11,5
0.039518684,0.020151785,1.045215726,0.011911295,0.003080699,0.013830702,33:54.6,256.6,435,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,230.5,11,5
0.040003575,-0.14304696,1.149030685,-0.000611447,-0.046093952,0.319874167,33:55.2,257.2,436,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,231.1,11,5
-0.049860798,-0.161862567,1.047165394,-0.032681871,-0.02349194,0.196784854,33:55.7,257.8,437,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,231.7,11,5
0.013334526,-0.082981706,0.945300102,0.004804224,-0.001475567,0.025309926,33:56.3,258.3,438,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,232.2,11,5
0.012607188,-0.006513099,0.958947122,0.006825574,0.002152825,-0.002742987,33:56.8,258.8,439,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,232.7,11,5
0.014304309,0.000728378,0.963821054,-0.000157401,0.002426792,-0.000625171,33:57.3,259.3,440,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,233.2,11,5
0.014546755,0.003641889,0.967720211,0.003731549,0.002080935,0.000556488,33:57.9,259.9,441,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,233.8,11,5
0.014061864,0.045645002,0.964064717,-0.005825758,0.00472941,-0.000668305,33:58.4,260.4,442,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,234.3,11,5
0.018668335,0.090804428,0.971619308,-1.59E-06,0.005396966,-0.067373037,33:58.9,260.9,443,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,234.8,11,5
0.019880565,-0.000482452,0.875115335,0.02260042,-0.020564806,0.452473283,33:59.4,261.4,444,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,235.3,11,5
-0.05405701,0.102944054,0.80176264,0.005496196,-0.071877487,1.081053615,34:00.0,262,445,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,235.9,11,5
-0.087626651,0.107071526,0.985753715,0.0167972,-0.114943489,1.035238743,34:00.5,262.5,446,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,236.4,11,5
0.037579119,-0.046074148,1.04350996,0.049478494,-0.026062593,-0.042938426,34:01.0,263,447,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,236.9,11,5
-0.04862662,0.009226118,1.077140093,-0.02168731,0.041743446,-0.125405237,34:01.6,263.6,448,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,237.5,11,5
0.088735208,-0.08828868,0.931409299,0.054976277,0.020668596,-0.217645898,34:02.1,264.1,449,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,238,11,5
-0.040234212,-0.090700939,0.987947047,0.021989554,-0.055689558,-0.002315891,34:02.7,264.7,450,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,238.6,11,5
0.023274807,-0.051622342,0.938476563,0.054059982,-0.040417928,0.196520746,34:03.2,265.2,451,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,239.1,11,5
-0.075038038,0.014810347,0.937989175,-0.126145273,0.006618697,0.071904235,34:03.8,265.8,452,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,239.7,11,5
0.17286393,0.022822501,0.908989251,-0.014051493,0.031969603,-0.661134005,34:04.3,266.3,453,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,240.2,11,5
0.144012868,0.025978805,0.9082582,-0.000307024,0.065567195,-0.761010468,34:04.9,266.9,454,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,240.8,11,5
0.011637404,0.035933301,0.958216012,0.038788348,-0.026368026,-0.17244187,34:05.4,267.4,455,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,241.3,11,5
0.143527985,0.039089605,0.70745194,0.148744106,0.036245659,-0.166027784,34:06.0,268,456,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,241.9,11,5
0.089947432,0.056570668,0.976736963,0.072996803,-0.022702836,-0.024001606,34:06.5,268.5,457,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,242.4,11,5
-0.108854517,-0.050416213,0.999157071,0.039704651,0.005091534,0.063657552,34:07.1,269.1,458,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,243,11,5
-0.051094979,-0.110481456,0.929703474,0.025043882,-0.002238849,0.591139734,34:07.6,269.6,459,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,243.5,11,5
-0.181177363,-0.000723678,0.908745527,-0.092242241,-0.081956767,0.638481796,34:08.2,270.2,460,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,244.1,11,5
-0.062943093,0.032291412,0.933846354,-0.023825336,-0.009569232,0.493095845,34:08.7,270.7,461,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,244.6,11,5
-0.097500078,-0.053552151,0.95261097,-0.063531578,-0.007431203,0.31747207,34:09.2,271.2,462,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,245.1,11,5
-0.064917773,0.055842295,0.951879859,0.0458133,-0.009569232,0.327245921,34:09.7,271.7,463,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,245.6,11,5
-0.172784954,-0.034736529,0.954073131,-0.028101396,-0.005293176,0.273795187,34:10.3,272.3,464,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,246.2,11,5
-0.000246836,0.110227831,0.883157432,0.014659174,-0.004987743,0.319304645,34:10.8,272.8,465,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,246.7,11,5
-0.071088664,0.10367243,1.058619022,-0.080330372,-0.033392977,0.358705461,34:11.3,273.3,466,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,247.2,11,5
-0.009379755,-0.023881365,0.941400945,0.003001429,-0.013011998,0.067993067,34:11.8,273.8,467,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,247.7,11,5
-0.050354473,0.061669316,1.101753473,-0.023876641,0.021501889,0.03989327,34:12.4,274.4,468,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,248.3,11,5
0.079764709,-0.048968859,0.895342231,-0.017767992,0.021196457,0.094871134,34:12.9,274.9,469,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,248.8,11,5
0.050671194,-0.046556596,0.910451412,-0.007077847,-0.009041373,0.099758059,34:13.4,275.4,470,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,249.3,11,5
-0.003455699,0.11508368,1.076896429,0.002085127,0.021501889,-0.0028673,34:14.0,276,471,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,249.9,11,5
0.037094224,-0.019780524,0.891930461,-0.029068999,0.006535691,-0.067313582,34:14.5,276.5,472,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,250.4,11,5
-0.028386101,-0.014714779,0.976493299,-0.004023522,-0.010873968,-0.060594063,34:15.0,277,473,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,250.9,11,5
-0.101943128,0.034476548,1.280870676,-0.208663374,-0.008430507,-0.049903922,34:15.5,277.5,474,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,251.4,11,5
0.041215803,0.02913511,0.942863107,0.082108475,0.07250914,0.079904936,34:16.1,278.1,475,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,252,11,5
-0.01530381,-0.061753828,1.082501411,0.016440466,-0.022480408,0.187417224,34:16.6,278.6,476,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,252.5,11,5
0.091886997,-0.014232328,0.95261097,-0.071829565,0.003481365,0.133966506,34:17.1,279.1,477,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,253,11,5
0.073218666,-0.047762729,1.092492938,-0.062055722,0.036773521,0.141296893,34:17.7,279.7,478,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,253.6,11,5
-0.026411416,0.024764843,0.882669985,-0.128334597,0.002565067,0.0111826,34:18.2,280.2,479,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,254.1,11,5
0.003636689,-0.007719229,0.902896881,0.119065829,-0.050274774,0.078988642,34:18.8,280.8,480,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,254.7,11,5
-0.033816483,-0.108792879,0.842947423,0.001779698,0.007451989,0.030424856,34:19.3,281.3,481,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,255.2,11,5
-0.025670907,0.016752686,0.907527089,0.041180506,0.000732472,0.058219228,34:19.8,281.8,482,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,255.7,11,5
-0.029126607,-0.002412259,0.947005928,-0.060833991,0.014171507,0.019123849,34:20.3,282.3,483,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,256.2,11,5
0.012122296,-0.104933262,1.120030642,0.009415515,-0.069211595,-0.0318834,34:20.9,282.9,484,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,256.8,11,5
0.086068295,-0.044385564,1.04960227,-0.008605011,-0.025534734,-0.057234306,34:21.4,283.4,485,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,257.3,11,5
0.039518684,0.045402214,0.999400795,0.035071857,-0.003849018,-0.108852424,34:21.9,283.9,486,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,257.8,11,5
0.116858929,0.066039577,1.00110662,0.032080017,-0.006186723,-0.131947815,34:22.4,284.5,487,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,258.4,11,5
0.003636689,-0.005789421,0.576099336,0.192737579,0.021913078,-0.101099111,34:23.0,285,488,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,258.9,11,5
0.076855361,0.097117029,0.902409434,-0.003961034,-0.01046278,0.046730276,34:23.5,285.5,489,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,259.4,11,5
0.031033078,0.037147261,1.045703173,-0.028395645,-0.000688936,0.061085612,34:24.1,286.1,490,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,260,11,5
-0.043196239,-0.03883737,0.873653233,-0.047637902,0.02802173,0.185702115,34:24.6,286.6,491,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,260.5,11,5
0.04048847,-0.035460208,0.796157598,0.018946409,0.020080483,0.236403927,34:25.1,287.1,492,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,261,11,5
-0.040481046,0.01796665,0.943350494,-0.028395645,0.01397183,0.201890036,34:25.6,287.6,493,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,261.5,11,5
0.042912927,-0.004342066,0.893636346,0.006200217,0.001902137,0.124466747,34:26.2,288.2,494,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,262.1,11,5
0.016243877,-0.063683636,1.005980611,0.025442466,-0.028946558,0.085065939,34:26.7,288.7,495,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,262.6,11,5
-0.032829139,-0.000723678,0.971863031,0.019639246,0.075205967,-0.013894236,34:27.2,289.2,496,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,263.1,11,5
0.062066156,-0.014956006,0.996720076,0.003451318,-0.022837905,-0.079867676,34:27.7,289.7,497,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,263.6,11,5
0,-0.10396836,1.015972137,-0.012431175,0.021449825,-0.043826632,34:28.3,290.3,498,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,264.2,11,5
0.035397101,-0.329755783,1.122224092,0.01597406,0.015646605,-0.003814959,34:28.8,290.8,499,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,264.7,11,5
0.015031647,-0.149077609,0.886325419,0.014446892,0.006178194,-0.016337696,34:29.4,291.4,500,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,265.3,11,5
0.000484892,0.038361229,1.083963633,0.001924157,0.001291272,-0.020919185,34:29.9,291.9,501,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,265.8,11,5
0.011637404,-0.024846269,0.893148959,-0.06527102,-0.000541324,-0.065512344,34:30.5,292.5,502,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,266.4,11,5
0.026426604,0.009711703,0.991846144,-0.020677857,-0.010926033,-0.003814959,34:31.0,293,503,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,266.9,11,5
0.043640263,-0.055723183,0.939451396,0.000396997,-0.010009736,0.137294918,34:31.6,293.6,504,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,267.5,11,5
0.007030932,-0.098661393,0.950905144,0.007421941,-0.023143338,0.275045037,34:32.1,294.1,505,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,268,11,5
0.002424459,-0.078880869,0.945300102,-0.005100794,-0.01642382,0.242669165,34:32.7,294.7,506,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,268.6,11,5
0.013334526,-0.040043499,0.985022664,0.022011876,-0.007739409,0.122074574,34:33.2,295.2,507,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,269.1,11,5
-0.018019002,-0.008442907,0.956997514,-0.013418309,-0.017513253,0.270209372,34:33.8,295.8,508,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,269.7,11,5
-0.002962028,-0.026052397,0.935064793,-0.010669418,-0.008350275,0.322743773,34:34.3,296.3,509,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,270.2,11,5
0.006061148,-0.01061394,0.965283275,-0.003043525,0.00048027,0.089270338,34:34.8,296.8,510,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,270.7,11,5
0.000242446,0.017723856,0.955047965,-0.01159564,0.020333391,-0.425994486,34:35.4,297.4,511,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,271.3,11,5
0.116858929,-0.110722683,0.922392607,-0.072682165,0.038964782,-0.899415016,34:35.9,297.9,512,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,271.8,11,5
0.07443089,-0.126643598,0.972837806,0.037884444,0.020333391,-0.311457276,34:36.4,298.4,513,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,272.3,11,5
0.030790633,-0.092148297,0.945543826,-0.004158415,-0.001597457,-0.031104492,34:37.0,299,514,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,272.9,11,5
0.025941715,-0.047280274,0.98404789,-0.010938942,-0.003703504,0.073968634,34:37.5,299.5,515,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,273.4,11,5
0.031033078,-0.078639641,0.946031153,-0.01063351,-0.007979561,0.260893404,34:38.0,300,516,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,273.9,11,5
0.027396388,-0.027499752,0.965039551,-0.006052021,-0.026916383,0.327477723,34:38.5,300.5,517,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,00:00.0,274.4,11,5
